field_name,form_name,section_header,field_type,field_label,select_choices_or_calculations,field_note,text_validation_type_or_show_slider_number,text_validation_min,text_validation_max,identifier,branching_logic,required_field,custom_alignment,question_number,matrix_group_name,matrix_ranking,field_annotation
bpi_mbm_z4_rate,bpisf_the_brief_pain_inventory_v23_short_form_bpi," ",radio,"You indicated having pain in the abdomen / pelvis / groin. 
Please rate your pain in this region by choosing the number that best describes your average pain in the LAST 24 HOURS.","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10","0 = No Pain ------------------------------------------------------------------ 10 = Pain as bad as you can imagine",,,,,"contains ([bpipainanatsiteareatxt], ""a13"") or contains ([bpipainanatsiteareatxt], ""a14"") or contains ([bpipainanatsiteareatxt], ""a15"") or contains ([bpipainanatsiteareatxt], ""a16"")",,LH,,,,
bpi_mbm_z4_dur,bpisf_the_brief_pain_inventory_v23_short_form_bpi,,radio,"How long have you been experiencing pain in the abdomen / pelvis / groin? Choose the best option:","1, less than 1 month | 2, 1 month or more, but less than 6 months | 3, 6 months or more, but less than 2 years | 4, 2 years or more",,,,,,"contains ([bpipainanatsiteareatxt], ""a13"") or contains ([bpipainanatsiteareatxt], ""a14"") or contains ([bpipainanatsiteareatxt], ""a15"") or contains ([bpipainanatsiteareatxt], ""a16"")",,LV,,,,
bpi_mbm_z5_rate,bpisf_the_brief_pain_inventory_v23_short_form_bpi," ",radio,"You indicated having pain in the RIGHT side: shoulder / upper arm / elbow / lower arm / wrist / hand. 
Please rate your pain in this region by choosing the number that best describes your average pain in the LAST 24 HOURS.","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10","0 = No Pain ------------------------------------------------------------------ 10 = Pain as bad as you can imagine",,,,,"contains ([bpipainanatsiteareatxt], ""a28"") or contains ([bpipainanatsiteareatxt], ""a05"") or contains ([bpipainanatsiteareatxt], ""a07"") or contains ([bpipainanatsiteareatxt], ""a09"") or contains ([bpipainanatsiteareatxt], ""a11"")",,LH,,,,
bpi_mbm_z5_dur,bpisf_the_brief_pain_inventory_v23_short_form_bpi,,radio,"How long have you been experiencing pain in the RIGHT side: shoulder / upper arm / elbow / lower arm / wrist / hand? Choose the best option:","1, less than 1 month | 2, 1 month or more, but less than 6 months | 3, 6 months or more, but less than 2 years | 4, 2 years or more",,,,,,"contains ([bpipainanatsiteareatxt], ""a28"") or contains ([bpipainanatsiteareatxt], ""a05"") or contains ([bpipainanatsiteareatxt], ""a07"") or contains ([bpipainanatsiteareatxt], ""a09"") or contains ([bpipainanatsiteareatxt], ""a11"")",,LV,,,,
bpi_mbm_z6_rate,bpisf_the_brief_pain_inventory_v23_short_form_bpi," ",radio,"You indicated having pain in the LEFT side: shoulder / upper arm / elbow / lower arm / wrist / hand. 
Please rate your pain in this region by choosing the number that best describes your average pain in the LAST 24 HOURS.","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10","0 = No Pain ------------------------------------------------------------------ 10 = Pain as bad as you can imagine",,,,,"contains ([bpipainanatsiteareatxt], ""a27"") or contains ([bpipainanatsiteareatxt], ""a06"") or contains ([bpipainanatsiteareatxt], ""a08"") or contains ([bpipainanatsiteareatxt], ""a10"") or contains ([bpipainanatsiteareatxt], ""a12"")",,LH,,,,
bpi_mbm_z6_dur,bpisf_the_brief_pain_inventory_v23_short_form_bpi,,radio,"How long have you been experiencing pain in the LEFT side: shoulder / upper arm / elbow / lower arm / wrist / hand? Choose the best option:","1, less than 1 month | 2, 1 month or more, but less than 6 months | 3, 6 months or more, but less than 2 years | 4, 2 years or more",,,,,,"contains ([bpipainanatsiteareatxt], ""a27"") or contains ([bpipainanatsiteareatxt], ""a06"") or contains ([bpipainanatsiteareatxt], ""a08"") or contains ([bpipainanatsiteareatxt], ""a10"") or contains ([bpipainanatsiteareatxt], ""a12"")",,LV,,,,
bpi_mbm_z7_rate,bpisf_the_brief_pain_inventory_v23_short_form_bpi," ",radio,"You indicated having pain in the upper back / lower back / buttocks. 
Please rate your pain in this region by choosing the number that best describes your average pain in the LAST 24 HOURS.","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10","0 = No Pain ------------------------------------------------------------------ 10 = Pain as bad as you can imagine",,,,,"contains ([bpipainanatsiteareatxt], ""a29"") or contains ([bpipainanatsiteareatxt], ""a30"") or contains ([bpipainanatsiteareatxt], ""a33"") or contains ([bpipainanatsiteareatxt], ""a34"")",,LH,,,,
bpi_mbm_z7_dur,bpisf_the_brief_pain_inventory_v23_short_form_bpi,,radio,"How long have you been experiencing pain in the  upper back / lower back / buttocks? Choose the best option:","1, less than 1 month | 2, 1 month or more, but less than 6 months | 3, 6 months or more, but less than 2 years | 4, 2 years or more",,,,,,"contains ([bpipainanatsiteareatxt], ""a29"") or contains ([bpipainanatsiteareatxt], ""a30"") or contains ([bpipainanatsiteareatxt], ""a33"") or contains ([bpipainanatsiteareatxt], ""a34"")",,LV,,,,
bpi_mbm_z8_rate,bpisf_the_brief_pain_inventory_v23_short_form_bpi," ",radio,"You indicated having pain in the RIGHT side: hip / upper leg / knee / lower leg / ankle / foot. 
Please rate your pain in this region by choosing the number that best describes your average pain in the LAST 24 HOURS.","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10","0 = No Pain ------------------------------------------------------------------ 10 = Pain as bad as you can imagine",,,,,"contains ([bpipainanatsiteareatxt], ""a32"") or contains ([bpipainanatsiteareatxt], ""a17"") or contains ([bpipainanatsiteareatxt], ""a19"") or contains ([bpipainanatsiteareatxt], ""a21"") or contains ([bpipainanatsiteareatxt], ""a23"")",,LH,,,,
bpi_mbm_z8_dur,bpisf_the_brief_pain_inventory_v23_short_form_bpi,,radio,"How long have you been experiencing pain in the RIGHT side: hip / upper leg / knee / lower leg / ankle / foot? Choose the best option:","1, less than 1 month | 2, 1 month or more, but less than 6 months | 3, 6 months or more, but less than 2 years | 4, 2 years or more",,,,,,"contains ([bpipainanatsiteareatxt], ""a32"") or contains ([bpipainanatsiteareatxt], ""a17"") or contains ([bpipainanatsiteareatxt], ""a19"") or contains ([bpipainanatsiteareatxt], ""a21"") or contains ([bpipainanatsiteareatxt], ""a23"")",,LV,,,,
bpi_mbm_z9_rate,bpisf_the_brief_pain_inventory_v23_short_form_bpi," ",radio,"You indicated having pain in the LEFT side: hip / upper leg / knee / lower leg / ankle / foot. 
Please rate your pain in this region by choosing the number that best describes your average pain in the LAST 24 HOURS.","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10","0 = No Pain ------------------------------------------------------------------ 10 = Pain as bad as you can imagine",,,,,"contains ([bpipainanatsiteareatxt], ""a31"") or contains ([bpipainanatsiteareatxt], ""a18"") or contains ([bpipainanatsiteareatxt], ""a20"") or contains ([bpipainanatsiteareatxt], ""a22"") or contains ([bpipainanatsiteareatxt], ""a24"")",,LH,,,,
bpi_mbm_z9_dur,bpisf_the_brief_pain_inventory_v23_short_form_bpi,,radio,"How long have you been experiencing pain in the LEFT side: hip / upper leg / knee / lower leg / ankle / foot? Choose the best option:","1, less than 1 month | 2, 1 month or more, but less than 6 months | 3, 6 months or more, but less than 2 years | 4, 2 years or more",,,,,,"contains ([bpipainanatsiteareatxt], ""a31"") or contains ([bpipainanatsiteareatxt], ""a18"") or contains ([bpipainanatsiteareatxt], ""a20"") or contains ([bpipainanatsiteareatxt], ""a22"") or contains ([bpipainanatsiteareatxt], ""a24"")",,LV,,,,
bpiworstpainratingss,bpisf_the_brief_pain_inventory_v23_short_form_bpi," ",radio,"<div class=""rich-text-field-label""><p>Please rate your <span style=""text-decoration: underline;"">surgical site </span>(chest) pain by choosing the number that best describes your pain at its <span style=""text-decoration: underline;"">worst</span> in the <span style=""text-decoration: underline;"">last 24 hours</span>.</p></div>","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10","0 = No Pain ------------------------------------------------------------------ 10 = Pain as bad as you can imagine",,,,,,,LH,,,,
bpiworstpainratingexclss,bpisf_the_brief_pain_inventory_v23_short_form_bpi,,radio,"<div class=""rich-text-field-label""><p>Please rate any other pain (<span style=""text-decoration: underline;"">excluding surgical site)</span> by choosing the number that best describes your pain at its <span style=""text-decoration: underline;"">worst</span> in the <span style=""text-decoration: underline;"">last 24 hours</span>.</p></div>","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10","0 = No Pain ------------------------------------------------------------------ 10 = Pain as bad as you can imagine",,,,,,,LH,,,,
bpipainintfrgnrlactvtyscl,bpisf_the_brief_pain_inventory_v23_short_form_bpi,"4. Choose the number that best describes how, during the past 24 hours, pain in your surgical site has interfered with your:",radio,"4.a. General Activity","0, Does not interfere  0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, Completely interferes  10",,,,,,,,,,bpisf_9,,
bpipainintfrmoodscl,bpisf_the_brief_pain_inventory_v23_short_form_bpi,,radio,"4.b. Mood","0, Does not interfere  0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, Completely interferes  10",,,,,,,,,,bpisf_9,,
bpipainintfrwlkablscl,bpisf_the_brief_pain_inventory_v23_short_form_bpi,,radio,"4.c. Walking ability","0, Does not interfere  0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, Completely interferes  10",,,,,,,,,,bpisf_9,,
bpipainnrmlwrkintrfrscl,bpisf_the_brief_pain_inventory_v23_short_form_bpi,,radio,"4.d Normal work (includes both work outside the home and housework)","0, Does not interfere  0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, Completely interferes  10",,,,,,,,,,bpisf_9,,
bpipainrelationsintrfrscl,bpisf_the_brief_pain_inventory_v23_short_form_bpi,,radio,"4.e. Relations with other people","0, Does not interfere  0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, Completely interferes  10",,,,,,,,,,bpisf_9,,
bpipainsleepintrfrscl,bpisf_the_brief_pain_inventory_v23_short_form_bpi,,radio,"4.f. Sleep","0, Does not interfere  0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, Completely interferes  10",,,,,,,,,,bpisf_9,,
bpipainenjoymntintrfrscl,bpisf_the_brief_pain_inventory_v23_short_form_bpi,,radio,"4.g. Enjoyment of life","0, Does not interfere  0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, Completely interferes  10",,,,,,,,,,bpisf_9,,
bpipainintrfrscore,bpisf_the_brief_pain_inventory_v23_short_form_bpi,,calc,"BPI Pain Interference Subscale Score

","mean([bpipainintfrgnrlactvtyscl], [bpipainintfrmoodscl], [bpipainintfrwlkablscl], [bpipainnrmlwrkintrfrscl], [bpipainrelationsintrfrscl], [bpipainsleepintrfrscl], [bpipainenjoymntintrfrscl])",,,,,,,,,,,,@HIDDEN-SURVEY
ssi_fatigue,symptom_severity_index_v10_ssi,"Using the following scale, indicate for each item your severity over the past week by marking the appropriate answer",radio,"1. Fatigue","0, No problem | 1, Mild | 2, Moderate | 3, Severe",,,,,,,,,,mtrx_ssi_1,,
ssi_cognitive,symptom_severity_index_v10_ssi,,radio,"2. Trouble thinking or remembering","0, No problem | 1, Mild | 2, Moderate | 3, Severe",,,,,,,,,,mtrx_ssi_1,,
ssi_tired,symptom_severity_index_v10_ssi,,radio,"3. Waking up tired (unrefreshed)","0, No problem | 1, Mild | 2, Moderate | 3, Severe",,,,,,,,,,mtrx_ssi_1,,
ssi_chronicyn,symptom_severity_index_v10_ssi,,yesno,"4. Have your problems with these symptoms been present for 3 months or more?",,,,,,,"sum([ssi_fatigue], [ssi_cognitive], [ssi_tired])>0",,RH,,,,
ssi_abdpainyn,symptom_severity_index_v10_ssi,"During the past 6 months have you had any of the following symptoms?",yesno,"5. Pain or cramps in the lower abdomen",,,,,,,,,RH,,,,
ssi_depressyn,symptom_severity_index_v10_ssi,,yesno,"6. Depression",,,,,,,,,RH,,,,
ssi_headacheyn,symptom_severity_index_v10_ssi,,yesno,"7. Headache",,,,,,,,,RH,,,,
pdqassessdate,pain_detect_questionnaire_pdq,,text,"Assessment Date:",,,date_mdy,,,y,,,,,,,"@TODAY @HIDDEN-SURVEY"
pdqassessdate_dss,pain_detect_questionnaire_pdq,,calc,"<div class=""rich-text-field-label""><div class=""rich-text-field-label""> <p style=""text-align: right;"">PDQ Assessment visit: days since surgery</p> <p style=""text-align: left;""> </p> </div></div>","datediff([baseline_visit_arm_1][pdqassessdate],[informed_consent_arm_1][sp_surg_date],'d')",,,,,,,,,,,,@HIDDEN
pdburnsens,pain_detect_questionnaire_pdq,"<p>The following questions refer to <span style=""text-decoration: underline;"">any pain you are experiencing at your surgical site.</span>

1. Thinking about your pain in the <span style=""text-decoration: underline;"">past week</span>, please select the best response for each question:</p>",radio,"a. Do you suffer from a <span style=""text-decoration: underline;"">burning sensation</span> (e.g. a bee sting) in the area of your pain?","0, Never | 1, Hardly Noticed | 2, Slightly | 3, Moderately | 4, Strongly | 5, Very Strongly",,,,,,,,,,pd_mtrx_1,,
pdtinglsens,pain_detect_questionnaire_pdq,,radio,"b. Do you have a <span style=""text-decoration: underline;"">tingling or prickling sensation</span> in the area of your pain (like crawling ants or electrical tingling)?","0, Never | 1, Hardly Noticed | 2, Slightly | 3, Moderately | 4, Strongly | 5, Very Strongly",,,,,,,,,,pd_mtrx_1,,
pdlttouch,pain_detect_questionnaire_pdq,,radio,"c. Is <span style=""text-decoration: underline;"">light touching</span> (clothing, a blanket) in the area painful?","0, Never | 1, Hardly Noticed | 2, Slightly | 3, Moderately | 4, Strongly | 5, Very Strongly",,,,,,,,,,pd_mtrx_1,,
pdsudpanatt,pain_detect_questionnaire_pdq,,radio,"d. Do you have <span style=""text-decoration: underline;"">sudden pain attacks</span> in the area of your pain, like electric shocks?","0, Never | 1, Hardly Noticed | 2, Slightly | 3, Moderately | 4, Strongly | 5, Very Strongly",,,,,,,,,,pd_mtrx_1,,
pdbathwtr,pain_detect_questionnaire_pdq,,radio,"e. Is <span style=""text-decoration: underline;"">cold or heat</span> (bath water) in this area occasionally painful?","0, Never | 1, Hardly Noticed | 2, Slightly | 3, Moderately | 4, Strongly | 5, Very Strongly",,,,,,,,,,pd_mtrx_1,,
pdnumb,pain_detect_questionnaire_pdq,,radio,"f. Do you suffer from a sensation of <span style=""text-decoration: underline;"">numbness</span> in the area of your pain?","0, Never | 1, Hardly Noticed | 2, Slightly | 3, Moderately | 4, Strongly | 5, Very Strongly",,,,,,,,,,pd_mtrx_1,,
pdslightpress,pain_detect_questionnaire_pdq,,radio,"g. Does <span style=""text-decoration: underline;"">slight pressure</span> in this area, e.g. with a finger, trigger pain?","0, Never | 1, Hardly Noticed | 2, Slightly | 3, Moderately | 4, Strongly | 5, Very Strongly",,,,,,,,,,pd_mtrx_1,,
pdqpaincourse,pain_detect_questionnaire_pdq," ",radio,"<div class=""rich-text-field-label""><p>2. Please mark the box next to the one picture that best describes the course of your pain over the past week? (check one only)<span style=""font-weight: normal;""><br /></span></p> <p><span style=""font-weight: normal;""> </span></p></div>","1, <img src=""\images\paindetect_slight_fluct_2.png""> Persistent pain with <span style=""text-decoration: underline;"">slight fluctuations</span> | 2, <img src=""\images\paindetect_pp_wpainattacks_2.png""> Persistent pain with <span style=""text-decoration: underline;"">pain attacks</span> | 3, <img src=""\images\paindetect_nopp_wpainattacks_2.png""> <span style=""text-decoration: underline;"">Pain attacks</span> without pain between them | 4, <img src=""\images\paindetect_pain_wpainattacks_2.png""> <span style=""text-decoration: underline;"">Pain attacks</span> with pain between them",,,,,,,,LV,,,,
pdradiateregions,pain_detect_questionnaire_pdq," ",radio,"3. Does your pain ever radiate to other regions of your body?","1, Yes | 0, No",,,,,,,,RH,,,,
dts_dt_1,danish_thoracic_surgery_questionnaire_v02,,descriptive,"<div class=""rich-text-field-label""><p>Do you feel that pain from the thoracic surgery affects you when performing:</p></div>",,,,,,,,,,,,,
dtsrunningscl,danish_thoracic_surgery_questionnaire_v02,,radio,"1. Running","96, I never do this activity | 4, I never do this activity due to pain | 3, Pain impairs me a lot | 2, Pain impairs me somewhat | 1, Pain impairs me a little | 0, Pain impairs me not at all",,,,,,,,,,,,
dtscarryingscl,danish_thoracic_surgery_questionnaire_v02,,radio,"2.  Carrying groceries, heavy bags, or luggage.","96, I never do this activity | 4, I never do this activity due to pain | 3, Pain impairs me a lot | 2, Pain impairs me somewhat | 1, Pain impairs me a little | 0, Pain impairs me not at all",,,,,,,,,,,,
dtswashingscl,danish_thoracic_surgery_questionnaire_v02,,radio,"3. Washing hair, lifting the arm, moving shoulder or opening cupboards over shoulder height.","96, I never do this activity | 4, I never do this activity due to pain | 3, Pain impairs me a lot | 2, Pain impairs me somewhat | 1, Pain impairs me a little | 0, Pain impairs me not at all",,,,,,,,,,,,
dtscleaningscl,danish_thoracic_surgery_questionnaire_v02,,radio,"4. Cleaning (vacuum, washing floor).","96, I never do this activity | 4, I never do this activity due to pain | 3, Pain impairs me a lot | 2, Pain impairs me somewhat | 1, Pain impairs me a little | 0, Pain impairs me not at all",,,,,,,,,,,,
dtswalkingscl,danish_thoracic_surgery_questionnaire_v02,,radio,"5. Walking 0.5 mile.","96, I never do this activity | 4, I never do this activity due to pain | 3, Pain impairs me a lot | 2, Pain impairs me somewhat | 1, Pain impairs me a little | 0, Pain impairs me not at all",,,,,,,,,,,,
dtsstairsscl,danish_thoracic_surgery_questionnaire_v02,,radio,"6. Ascending stairs.","96, I never do this activity | 4, I never do this activity due to pain | 3, Pain impairs me a lot | 2, Pain impairs me somewhat | 1, Pain impairs me a little | 0, Pain impairs me not at all",,,,,,,,,,,,
dtskneelingscl,danish_thoracic_surgery_questionnaire_v02,,radio,"7. Kneeling or stooping.","96, I never do this activity | 4, I never do this activity due to pain | 3, Pain impairs me a lot | 2, Pain impairs me somewhat | 1, Pain impairs me a little | 0, Pain impairs me not at all",,,,,,,,,,,,
dtsstandingscl,danish_thoracic_surgery_questionnaire_v02,,radio,"8. Standing for 30 minutes.","96, I never do this activity | 4, I never do this activity due to pain | 3, Pain impairs me a lot | 2, Pain impairs me somewhat | 1, Pain impairs me a little | 0, Pain impairs me not at all",,,,,,,,,,,,
dtsoutofbedscl,danish_thoracic_surgery_questionnaire_v02,,radio,"9. Getting out of bed.","96, I never do this activity | 4, I never do this activity due to pain | 3, Pain impairs me a lot | 2, Pain impairs me somewhat | 1, Pain impairs me a little | 0, Pain impairs me not at all",,,,,,,,,,,,
dtsswimmingscl,danish_thoracic_surgery_questionnaire_v02,,radio,"10. Swimming.","96, I never do this activity | 4, I never do this activity due to pain | 3, Pain impairs me a lot | 2, Pain impairs me somewhat | 1, Pain impairs me a little | 0, Pain impairs me not at all",,,,,,,,,,,,
dtscyclingscl,danish_thoracic_surgery_questionnaire_v02,,radio,"11. Cycling.","96, I never do this activity | 4, I never do this activity due to pain | 3, Pain impairs me a lot | 2, Pain impairs me somewhat | 1, Pain impairs me a little | 0, Pain impairs me not at all",,,,,,,,,,,,
dtsdrivingscl,danish_thoracic_surgery_questionnaire_v02,,radio,"12. Driving a car (driver).","96, I never do this activity | 4, I never do this activity due to pain | 3, Pain impairs me a lot | 2, Pain impairs me somewhat | 1, Pain impairs me a little | 0, Pain impairs me not at all",,,,,,,,,,,,
dtslyingopsidescl,danish_thoracic_surgery_questionnaire_v02,,radio,"13. Lying on the side of my operation.","96, I never do this activity | 4, I never do this activity due to pain | 3, Pain impairs me a lot | 2, Pain impairs me somewhat | 1, Pain impairs me a little | 0, Pain impairs me not at all",,,,,,,,,,,,
dtscoughingscl,danish_thoracic_surgery_questionnaire_v02,,radio,"14. Coughing or taking a deep breath.","96, I never do this activity | 4, I never do this activity due to pain | 3, Pain impairs me a lot | 2, Pain impairs me somewhat | 1, Pain impairs me a little | 0, Pain impairs me not at all",,,,,,,,,,,,
